epoch,value
1280,5.05E-07
1281,5.03E-07
1282,5.01E-07
1283,4.99E-07
1284,4.97E-07
1285,4.95E-07
1286,4.93E-07
1287,4.91E-07
1288,4.89E-07
1289,4.87E-07
1290,4.86E-07
1291,4.84E-07
1292,4.82E-07
1293,4.80E-07
1294,4.78E-07
1295,4.76E-07
1296,4.74E-07
1297,4.73E-07
1298,4.71E-07
1299,4.69E-07
1300,4.67E-07
1301,4.66E-07
1302,4.64E-07
1303,4.62E-07
1304,4.61E-07
1305,4.59E-07
1306,4.57E-07
1307,4.55E-07
1308,4.54E-07
1309,4.52E-07
1310,4.51E-07
1311,4.49E-07
1312,4.47E-07
1313,4.46E-07
1314,4.44E-07
1315,4.43E-07
1316,4.41E-07
1317,4.40E-07
1318,4.38E-07
1319,4.36E-07
1320,4.35E-07
1321,4.33E-07
1322,4.32E-07
1323,4.30E-07
1324,4.29E-07
1325,4.27E-07
1326,4.26E-07
1327,4.25E-07
1328,4.23E-07
1329,4.22E-07
1330,4.20E-07
1331,4.19E-07
1332,4.18E-07
1333,4.16E-07
1334,4.15E-07
1335,4.13E-07
1336,4.12E-07
1337,4.11E-07
1338,4.09E-07
1339,4.08E-07
1340,4.07E-07
1341,4.05E-07
1342,4.04E-07
1343,4.03E-07
1344,4.02E-07
1345,4.00E-07
1346,3.99E-07
1347,3.98E-07
1348,3.97E-07
1349,3.95E-07
1350,3.94E-07
1351,3.93E-07
1352,3.92E-07
1353,3.91E-07
1354,3.89E-07
1355,3.88E-07
1356,3.87E-07
1357,3.86E-07
1358,3.85E-07
1359,3.84E-07
1360,3.82E-07
1361,3.81E-07
1362,3.80E-07
1363,3.79E-07
1364,3.78E-07
1365,3.77E-07
1366,3.76E-07
1367,3.75E-07
1368,3.74E-07
1369,3.73E-07
1370,3.71E-07
1371,3.70E-07
1372,3.69E-07
1373,3.68E-07
1374,3.67E-07
1375,3.66E-07
1376,3.65E-07
1377,3.64E-07
1378,3.63E-07
1379,3.62E-07
1380,3.61E-07
1381,3.60E-07
1382,3.59E-07
1383,3.58E-07
1384,3.57E-07
1385,3.57E-07
1386,3.56E-07
1387,3.55E-07
1388,3.54E-07
1389,3.53E-07
1390,3.52E-07
1391,3.51E-07
1392,3.50E-07
1393,3.49E-07
1394,3.48E-07
1395,3.47E-07
1396,3.46E-07
1397,3.46E-07
1398,3.45E-07
1399,3.44E-07
1400,3.43E-07
1401,3.42E-07
1402,3.41E-07
1403,3.41E-07
1404,3.40E-07
1405,3.39E-07
1406,3.38E-07
1407,3.37E-07
1408,3.36E-07
1409,3.36E-07
1410,3.35E-07
1411,3.34E-07
1412,3.33E-07
1413,3.33E-07
1414,3.32E-07
1415,3.31E-07
1416,3.30E-07
1417,3.29E-07
1418,3.29E-07
1419,3.28E-07
1420,3.27E-07
1421,3.27E-07
1422,3.26E-07
1423,3.25E-07
1424,3.24E-07
1425,3.24E-07
1426,3.23E-07
1427,3.22E-07
1428,3.22E-07
1429,3.21E-07
1430,3.20E-07
1431,3.19E-07
1432,3.19E-07
1433,3.18E-07
1434,3.17E-07
1435,3.17E-07
1436,3.16E-07
1437,3.15E-07
1438,3.15E-07
1439,3.14E-07
1440,3.14E-07
1441,3.13E-07
1442,3.12E-07
1443,3.12E-07
1444,3.11E-07
1445,3.10E-07
1446,3.10E-07
1447,3.09E-07
1448,3.09E-07
1449,3.08E-07
1450,3.07E-07
1451,3.07E-07
1452,3.06E-07
1453,3.06E-07
1454,3.05E-07
1455,3.04E-07
1456,3.04E-07
1457,3.03E-07
1458,3.03E-07
1459,3.02E-07
1460,3.02E-07
1461,3.01E-07
1462,3.01E-07
1463,3.00E-07
1464,2.99E-07
1465,2.99E-07
1466,2.98E-07
1467,2.98E-07
1468,2.97E-07
1469,2.97E-07
1470,2.96E-07
1471,2.96E-07
1472,2.95E-07
1473,2.95E-07
1474,2.94E-07
1475,2.94E-07
1476,2.93E-07
1477,2.93E-07
1478,2.92E-07
1479,2.92E-07
1480,2.91E-07
1481,2.91E-07
1482,2.90E-07
1483,2.90E-07
1484,2.89E-07
1485,2.89E-07
1486,2.89E-07
1487,2.88E-07
1488,2.88E-07
1489,2.87E-07
1490,2.87E-07
1491,2.86E-07
1492,2.86E-07
1493,2.85E-07
1494,2.85E-07
1495,2.85E-07
1496,2.84E-07
1497,2.84E-07
1498,2.83E-07
1499,2.83E-07
1500,2.82E-07
1501,2.82E-07
1502,2.82E-07
1503,2.81E-07
1504,2.81E-07
1505,2.80E-07
1506,2.80E-07
1507,2.80E-07
1508,2.79E-07
1509,2.79E-07
1510,2.78E-07
1511,2.78E-07
1512,2.78E-07
1513,2.77E-07
1514,2.77E-07
1515,2.77E-07
1516,2.76E-07
1517,2.76E-07
1518,2.75E-07
1519,2.75E-07
1520,2.75E-07
1521,2.74E-07
1522,2.74E-07
1523,2.74E-07
1524,2.73E-07
1525,2.73E-07
1526,2.73E-07
1527,2.72E-07
1528,2.72E-07
1529,2.72E-07
1530,2.71E-07
1531,2.71E-07
1532,2.71E-07
1533,2.70E-07
1534,2.70E-07
1535,2.70E-07
1536,2.69E-07
1537,2.69E-07
1538,2.69E-07
1539,2.68E-07
1540,2.68E-07
1541,2.68E-07
1542,2.67E-07
1543,2.67E-07
1544,2.67E-07
1545,2.66E-07
1546,2.66E-07
