Wall time,Step,Value,Smoothed value
1690895696,6966,0.045976073,0.045122502
1690895697,6972,0.045312196,0.045124399
1690895697,6990,0.046177968,0.045134934
1690895697,6992,0.044674769,0.045130333
1690895697,7010,0.046099417,0.045140024
1690895697,7014,0.04578251,0.045146449
1690895698,7035,0.043431792,0.045129302
1690895698,7039,0.044676527,0.045124774
1690895698,7046,0.044371322,0.04511724
1690895698,7059,0.045737904,0.045123446
1690895698,7065,0.045517363,0.045127385
1690895698,7079,0.043893952,0.045115051
1690895698,7091,0.045362294,0.045117524
1690895699,7106,0.04433617,0.04510971
1690895699,7114,0.045127675,0.04510989
1690895699,7115,0.044425618,0.045103047
1690895699,7137,0.044858541,0.045100602
1690895699,7141,0.043809172,0.045087688
1690895700,7155,0.044627372,0.045083084
1690895700,7167,0.045729268,0.045089546
1690895700,7168,0.047022298,0.045108874
1690895700,7175,0.045522332,0.045113008
1690895700,7189,0.046303354,0.045124912
1690895700,7195,0.046035454,0.045134017
1690895700,7202,0.045186624,0.045134543
1690895700,7204,0.045378149,0.045136979
1690895700,7213,0.045424111,0.045139851
1690895701,7215,0.043691583,0.045125368
1690895701,7216,0.045132618,0.045125441
1690895701,7235,0.044970956,0.045123896
1690895701,7238,0.044833902,0.045120996
1690895701,7247,0.047072019,0.045140506
1690895701,7260,0.043799672,0.045127098
1690895702,7284,0.04548277,0.045130654
1690895702,7300,0.045246266,0.04513181
1690895702,7311,0.0428771,0.045109263
1690895702,7329,0.044992022,0.045108091
1690895702,7339,0.044396099,0.045100971
1690895702,7340,0.046870574,0.045118667
1690895702,7346,0.04495126,0.045116993
1690895703,7353,0.044427585,0.045110099
1690895703,7357,0.046811037,0.045127108
1690895703,7358,0.045425564,0.045130093
1690895703,7359,0.046123669,0.045140029
1690895703,7381,0.044360787,0.045132236
1690895703,7382,0.044423565,0.045125149
1690895703,7386,0.0452573,0.045126471
1690895703,7388,0.045779772,0.045133004
1690895703,7397,0.044828817,0.045129962
1690895703,7401,0.045188136,0.045130544
1690895704,7430,0.045864392,0.045137882
1690895704,7431,0.044951916,0.045136023
1690895704,7440,0.045392964,0.045138592
1690895704,7443,0.045598969,0.045143196
1690895704,7450,0.045050643,0.04514227
1690895704,7460,0.044608694,0.045136935
1690895704,7461,0.044700686,0.045132572
1690895704,7463,0.045056038,0.045131807
1690895704,7468,0.044299684,0.045123486
1690895704,7474,0.044907883,0.04512133
1690895705,7478,0.045048594,0.045120602
1690895705,7480,0.044569802,0.045115094
1690895705,7496,0.044489626,0.045108839
1690895705,7502,0.046007752,0.045117829
1690895705,7503,0.0460319,0.045126969
1690895705,7511,0.045588598,0.045131586
1690895705,7530,0.044434246,0.045124612
1690895706,7547,0.045617461,0.045129541
1690895706,7573,0.043801531,0.045116261
1690895706,7596,0.044866569,0.045113764
1690895707,7609,0.044887684,0.045111503
1690895707,7612,0.045015253,0.04511054
1690895707,7643,0.045141675,0.045110852
1690895707,7644,0.045760859,0.045117352
1690895707,7660,0.044243891,0.045108617
1690895707,7661,0.046396229,0.045121493
1690895708,7671,0.045724027,0.045127519
1690895708,7674,0.045375716,0.045130001
1690895708,7676,0.045398373,0.045132684
1690895708,7687,0.045365285,0.04513501
1690895708,7693,0.044800181,0.045131662
1690895708,7696,0.044285085,0.045123196
1690895708,7700,0.044176511,0.045113729
1690895708,7718,0.043526657,0.045097859
1690895708,7719,0.044386886,0.045090749
1690895708,7723,0.045376755,0.045093609
1690895708,7726,0.045185726,0.04509453
1690895708,7728,0.044216722,0.045085752
1690895709,7742,0.044103101,0.045075926
1690895709,7746,0.043764178,0.045062808
1690895709,7757,0.044220276,0.045054383
1690895709,7760,0.04578435,0.045061683
1690895709,7780,0.044309616,0.045054162
1690895709,7788,0.045246977,0.04505609
1690895710,7798,0.044510104,0.04505063
1690895710,7799,0.045350589,0.04505363
1690895710,7810,0.045151901,0.045054612
1690895710,7833,0.045654364,0.04506061
1690895710,7838,0.043994442,0.045049948
1690895711,7855,0.044864729,0.045048096
1690895711,7899,0.044683207,0.045044447
1690895711,7900,0.045155957,0.045045562
1690895711,7904,0.045383207,0.045048939
1690895711,7908,0.045913465,0.045057584
1690895712,7926,0.046576001,0.045072768
1690895712,7932,0.044159129,0.045063632
1690895712,7975,0.0457705,0.0450707
1690895713,7983,0.045153316,0.045071527
1690895713,7991,0.046418726,0.045084999
1690895713,7992,0.044754293,0.045081692
1690895713,8009,0.046015538,0.04509103
1690895713,8022,0.044917729,0.045089297
1690895713,8026,0.046402082,0.045102425
1690895713,8037,0.045533963,0.04510674
1690895714,8049,0.046333555,0.045119008
1690895714,8052,0.046035077,0.045128169
1690895714,8054,0.044933237,0.04512622
1690895714,8058,0.045096006,0.045125918
1690895714,8066,0.044696949,0.045121628
1690895715,8126,0.045874927,0.045129161
1690895715,8132,0.044722557,0.045125095
1690895715,8133,0.045235999,0.045126204
1690895715,8150,0.04572041,0.045132146
1690895715,8157,0.044827156,0.045129096
1690895716,8180,0.046171695,0.045139522
1690895716,8184,0.045477323,0.0451429
1690895716,8195,0.044922665,0.045140698
1690895716,8198,0.045623697,0.045145528
1690895716,8215,0.043687679,0.045130949
1690895716,8221,0.043760169,0.045117241
1690895717,8234,0.043615706,0.045102226
1690895717,8254,0.045118913,0.045102393
1690895717,8263,0.045023553,0.045101605
1690895717,8279,0.043989636,0.045090485
1690895717,8281,0.044242639,0.045082006
1690895718,8290,0.044726681,0.045078453
1690895718,8299,0.045434646,0.045082015
1690895718,8307,0.044496156,0.045076157
1690895718,8327,0.045055449,0.045075949
1690895718,8329,0.046207368,0.045087264
1690895718,8332,0.045135792,0.045087749
1690895718,8334,0.046672255,0.045103594
1690895718,8340,0.046462484,0.045117183
1690895718,8352,0.044794962,0.045113961
1690895718,8353,0.046337508,0.045126196
1690895719,8360,0.046331637,0.045138251
1690895719,8363,0.044856403,0.045135432
1690895719,8368,0.046167813,0.045145756
1690895719,8375,0.044575788,0.045140056
1690895719,8377,0.045803864,0.045146694
1690895720,8428,0.045551755,0.045150745
1690895720,8439,0.046510361,0.045164341
1690895720,8442,0.044859979,0.045161297
1690895720,8447,0.045320272,0.045162887
1690895720,8463,0.044216208,0.04515342
1690895720,8467,0.045371905,0.045155605
1690895720,8468,0.045536824,0.045159417
1690895720,8470,0.044796035,0.045155784
1690895721,8480,0.044006776,0.045144293
1690895721,8484,0.045190811,0.045144759
1690895721,8488,0.044504661,0.045138358
1690895721,8497,0.044477668,0.045131751
1690895721,8498,0.044853926,0.045128973
1690895721,8503,0.043902069,0.045116704
1690895721,8507,0.04514287,0.045116965
1690895721,8508,0.044073783,0.045106533
1690895721,8523,0.045387849,0.045109347
1690895722,8554,0.04658249,0.045124078
1690895722,8566,0.044638991,0.045119227
1690895722,8573,0.04568683,0.045124903
1690895722,8578,0.045709383,0.045130748
1690895722,8592,0.04440387,0.045123479
1690895723,8601,0.046112176,0.045133366
1690895723,8616,0.043630168,0.045118334
1690895723,8627,0.046716228,0.045134313
1690895723,8634,0.044760305,0.045130573
1690895723,8635,0.045473062,0.045133998
1690895723,8644,0.044634938,0.045129007
1690895724,8682,0.044690527,0.045124622
1690895724,8685,0.044712994,0.045120506
1690895724,8687,0.044515811,0.045114459
1690895724,8690,0.044126961,0.045104584
1690895724,8691,0.045462422,0.045108163
1690895724,8695,0.046576452,0.045122846
1690895725,8727,0.046388838,0.045135505
1690895725,8741,0.04467608,0.045130911
1690895725,8768,0.044519555,0.045124798
1690895725,8774,0.045977674,0.045133326
1690895725,8778,0.046351418,0.045145507
1690895726,8796,0.045221291,0.045146265
1690895726,8801,0.046059132,0.045155394
1690895726,8816,0.046251118,0.045166351
1690895726,8819,0.045457605,0.045169264
1690895726,8822,0.044279069,0.045160362
1690895726,8843,0.044568814,0.045154446
1690895727,8854,0.045660079,0.045159503
1690895727,8867,0.045166582,0.045159573
1690895727,8868,0.045367476,0.045161652
1690895727,8878,0.045416392,0.0451642
1690895727,8881,0.045332439,0.045165882
1690895727,8885,0.045531012,0.045169533
1690895727,8902,0.044798441,0.045165823
1690895727,8904,0.044495322,0.045159117
1690895728,8907,0.045081604,0.045158342
1690895728,8928,0.044148397,0.045148243
1690895728,8930,0.045026947,0.04514703
1690895728,8935,0.045150839,0.045147068
1690895728,8946,0.044116318,0.045136761
1690895728,8954,0.045771867,0.045143112
1690895728,8958,0.043825962,0.04512994
1690895729,8975,0.044215359,0.045120794
1690895729,8981,0.043980498,0.045109391
1690895729,8991,0.044592638,0.045104224
1690895729,8993,0.04430443,0.045096226
1690895729,8999,0.044201456,0.045087278
1690895729,9004,0.04596556,0.045096061
1690895729,9009,0.044870198,0.045093802
1690895729,9012,0.045450591,0.04509737
1690895729,9027,0.045485597,0.045101252
1690895729,9028,0.045605943,0.045106299
1690895730,9055,0.044477344,0.04510001
1690895730,9063,0.045258265,0.045101592
1690895730,9073,0.04529044,0.045103481
1690895730,9084,0.045172043,0.045104166
1690895731,9105,0.046695806,0.045120083
1690895731,9122,0.04477787,0.045116661
1690895731,9123,0.044665828,0.045112152
1690895732,9155,0.045077685,0.045111808
1690895732,9156,0.045565233,0.045116342
1690895732,9162,0.045729768,0.045122476
1690895732,9214,0.043777931,0.045109031
1690895733,9216,0.044901788,0.045106958
1690895733,9223,0.044465028,0.045100539
1690895733,9226,0.043916665,0.0450887
1690895733,9233,0.044662639,0.04508444
1690895733,9260,0.045970455,0.0450933
1690895734,9281,0.045301814,0.045095385
1690895734,9291,0.04656858,0.045110117
1690895734,9307,0.043676723,0.045095783
1690895734,9309,0.04515443,0.045096369
1690895734,9311,0.0447996,0.045093402
1690895734,9316,0.044444889,0.045086917
1690895735,9348,0.046242476,0.045098472
1690895735,9353,0.044236399,0.045089852
1690895735,9364,0.045812607,0.045097079
1690895735,9365,0.04507456,0.045096854
1690895735,9366,0.045833845,0.045104224
1690895735,9369,0.04544127,0.045107594
1690895735,9385,0.04501937,0.045106712
1690895736,9412,0.045457415,0.045110219
1690895736,9415,0.043866739,0.045097784
1690895736,9435,0.044419926,0.045091006
1690895736,9441,0.04504171,0.045090513
1690895736,9442,0.045078777,0.045090395
1690895736,9468,0.045585211,0.045095344
1690895737,9475,0.046044435,0.045104834
1690895737,9482,0.045860823,0.045112394
1690895737,9515,0.044498853,0.045106259
1690895737,9518,0.046187036,0.045117067
1690895738,9537,0.045942474,0.045125321
1690895738,9538,0.043679558,0.045110863
1690895738,9547,0.045792341,0.045117678
1690895738,9554,0.045261502,0.045119116
1690895738,9557,0.045811534,0.04512604
1690895738,9564,0.045845591,0.045133236
1690895738,9567,0.046087496,0.045142778
1690895738,9586,0.044856708,0.045139918
1690895738,9589,0.044546373,0.045133982
1690895739,9600,0.045953207,0.045142175
1690895739,9611,0.043327257,0.045124025
1690895739,9621,0.046090387,0.045133689
1690895739,9623,0.043614376,0.045118496
1690895739,9624,0.045652799,0.045123839
1690895739,9627,0.04528084,0.045125409
1690895739,9651,0.045557007,0.045129725
1690895740,9656,0.04406032,0.045119031
1690895740,9657,0.044551823,0.045113359
1690895740,9661,0.046147399,0.045123699
1690895740,9680,0.043893397,0.045111396
1690895740,9681,0.044219062,0.045102473
1690895740,9690,0.04464601,0.045097908
1690895740,9698,0.047219906,0.045119128
1690895740,9710,0.043916091,0.045107098
1690895741,9747,0.047084242,0.045126869
1690895741,9750,0.044371389,0.045119314
1690895741,9759,0.045106277,0.045119184
1690895741,9760,0.045784608,0.045125838
1690895741,9766,0.046019759,0.045134777
1690895741,9768,0.044494398,0.045128374
1690895741,9777,0.044689596,0.045123986
1690895742,9812,0.044336334,0.045116109
1690895742,9817,0.045799214,0.04512294
1690895743,9840,0.045936316,0.045131074
1690895743,9843,0.04544564,0.04513422
1690895743,9846,0.046535853,0.045148236
1690895743,9855,0.045305222,0.045149806
1690895743,9883,0.045161236,0.04514992
1690895744,9907,0.044507369,0.045143495
1690895744,9917,0.045219325,0.045144253
1690895745,9972,0.044653181,0.045139342
1690895745,9978,0.044764094,0.04513559
1690895745,9982,0.046410784,0.045148342
1690895745,9985,0.044743255,0.045144291
1690895745,9996,0.045302067,0.045145869
1690895745,9999,0.045922119,0.045153631
