Wall time,Step,Value
1692001721.204179,431,0.15192100405693054
1692001721.489718,432,0.14271222054958344
1692001721.776722,433,0.14667566120624542
1692001722.059164,434,0.14200983941555023
1692001722.343428,435,0.14080537855625153
1692001722.629253,436,0.1432245969772339
1692001722.920875,437,0.14435507357120514
1692001723.203925,438,0.1480381190776825
1692001723.486276,439,0.1488223671913147
1692001723.772686,440,0.13207316398620605
1692001724.05503,441,0.146276593208313
1692001724.337445,442,0.1423909068107605
1692001724.621488,443,0.13013868033885956
1692001724.907095,444,0.14601083099842072
1692001725.185741,445,0.14730402827262878
1692001725.466619,446,0.13296116888523102
1692001725.769152,447,0.13281647861003876
1692001726.048419,448,0.13646316528320312
1692001726.32873,449,0.14197006821632385
1692001726.611674,450,0.1456637680530548
1692001726.906532,451,0.13993202149868011
1692001727.187824,452,0.1289786994457245
1692001727.470133,453,0.15443497896194458
1692001727.753124,454,0.1437612622976303
1692001728.033273,455,0.13798367977142334
1692001728.313498,456,0.14207960665225983
1692001728.593382,457,0.1393173635005951
1692001728.889106,458,0.1360047310590744
1692001729.171207,459,0.14154432713985443
1692001729.462573,460,0.14788202941417694
1692001729.753699,461,0.1476859748363495
1692001730.044992,462,0.14503879845142365
1692001730.33001,463,0.13886088132858276
1692001730.621456,464,0.1281297504901886
1692001730.909164,465,0.13325196504592896
1692001731.188822,466,0.12851402163505554
1692001731.469475,467,0.14261063933372498
1692001731.751597,468,0.13773100078105927
1692001732.03244,469,0.131545752286911
1692001732.31193,470,0.1282035857439041
1692001732.592292,471,0.12555299699306488
1692001732.888819,472,0.1315714567899704
1692001733.170075,473,0.13976137340068817
1692001733.451607,474,0.1352928876876831
1692001733.73363,475,0.1236216127872467
1692001734.013833,476,0.14663177728652954
1692001734.294353,477,0.13773278892040253
1692001734.574243,478,0.1296781301498413
1692001734.857271,479,0.1376875936985016
1692001735.137747,480,0.13159605860710144
1692001735.417326,481,0.13603216409683228
1692001735.701186,482,0.1261262446641922
1692001735.983089,483,0.12293043732643127
1692001736.265387,484,0.13404318690299988
1692001736.54705,485,0.13643695414066315
1692001736.831602,486,0.12915845215320587
1692001737.111183,487,0.137710303068161
1692001737.391721,488,0.1283218413591385
1692001737.676297,489,0.13267990946769714
1692001737.95616,490,0.13230334222316742
1692001738.237937,491,0.11834545433521271
1692001738.518404,492,0.1352851688861847
1692001738.800825,493,0.12713046371936798
1692001739.082181,494,0.12391158938407898
1692001739.365393,495,0.1285376250743866
1692001739.648969,496,0.12104572355747223
1692001739.931533,497,0.11513952910900116
1692001740.212575,498,0.12567171454429626
1692001740.492871,499,0.1284995973110199
1692001740.775502,500,0.1361514776945114
1692001741.061622,501,0.12907488644123077
1692001741.346499,502,0.11957883089780807
1692001741.642186,503,0.11998017132282257
1692001741.929811,504,0.11433294415473938
1692001742.215073,505,0.1272830069065094
1692001742.500023,506,0.12600107491016388
1692001742.785083,507,0.12375150620937347
1692001743.065988,508,0.1307096630334854
1692001743.349022,509,0.11981651186943054
1692001743.630978,510,0.1275346577167511
1692001743.9182,511,0.1265639364719391
1692001744.203547,512,0.11984771490097046
1692001744.483637,513,0.119573675096035
1692001744.768044,514,0.12597520649433136
1692001745.050168,515,0.12067140638828278
1692001745.331789,516,0.12735557556152344
1692001745.617836,517,0.11460533738136292
1692001745.907078,518,0.1291230171918869
1692001746.188166,519,0.11873319000005722
1692001746.469292,520,0.12878002226352692
1692001746.751846,521,0.11557205766439438
1692001747.031873,522,0.11675085127353668
1692001747.312965,523,0.1252710074186325
1692001747.592584,524,0.11330654472112656
1692001747.888772,525,0.12207894027233124
1692001748.169484,526,0.11754536628723145
1692001748.450121,527,0.12955348193645477
1692001748.735566,528,0.11630212515592575
1692001749.01552,529,0.11376526206731796
1692001749.295316,530,0.11627817898988724
1692001749.576978,531,0.11488062143325806
1692001749.862529,532,0.12030775845050812
1692001750.141522,533,0.122812919318676
1692001750.423446,534,0.11399165540933609
1692001750.706009,535,0.12433335185050964
1692001750.987876,536,0.10904030501842499
1692001751.270154,537,0.12056225538253784
1692001751.550197,538,0.1125013679265976
1692001751.836626,539,0.12314197421073914
1692001752.117746,540,0.11353499442338943
1692001752.402445,541,0.1122102439403534
1692001752.686421,542,0.11604733020067215
1692001752.966855,543,0.11667181551456451
1692001753.247429,544,0.11460962146520615
1692001753.52896,545,0.11797921359539032
1692001753.811096,546,0.11910203099250793
1692001754.090837,547,0.1034044399857521
1692001754.371268,548,0.11599390208721161
1692001754.652967,549,0.1170506477355957
1692001754.935575,550,0.1104927808046341
1692001755.215918,551,0.10465142875909805
1692001755.496983,552,0.11568917334079742
1692001755.780392,553,0.11500058323144913
1692001756.060564,554,0.11328688263893127
1692001756.341697,555,0.11253716051578522
1692001756.624693,556,0.11171049624681473
1692001756.90837,557,0.10855294018983841
1692001757.189982,558,0.11050961166620255
1692001757.472375,559,0.10885753482580185
1692001757.756303,560,0.1066480204463005
1692001758.037954,561,0.10764571279287338
1692001758.319212,562,0.10118954628705978
1692001758.602304,563,0.1232805997133255
1692001758.906597,564,0.1167781874537468
1692001759.193275,565,0.10803119093179703
1692001759.477372,566,0.10790184140205383
1692001759.760769,567,0.10663065314292908
1692001760.041533,568,0.1103016585111618
1692001760.322987,569,0.10977042466402054
1692001760.604429,570,0.10462430864572525
1692001760.906409,571,0.1065189391374588
1692001761.191249,572,0.10994945466518402
1692001761.47362,573,0.10440541058778763
1692001761.758125,574,0.11754066497087479
1692001762.038936,575,0.11222456395626068
1692001762.320794,576,0.11186160892248154
1692001762.601535,577,0.10700234025716782
1692001762.899975,578,0.10483060032129288
1692001763.181826,579,0.09908638149499893
1692001763.462939,580,0.10815636068582535
1692001763.74572,581,0.11653667688369751
1692001764.025633,582,0.1112467497587204
1692001764.307218,583,0.10818430036306381
1692001764.587563,584,0.10586614906787872
1692001764.88557,585,0.10759137570858002
1692001765.167695,586,0.11509628593921661
1692001765.450283,587,0.10550618171691895
1692001765.733935,588,0.11725814640522003
1692001766.014679,589,0.09986813366413116
1692001766.296644,590,0.1096169501543045
1692001766.580346,591,0.10796103626489639
1692001766.870533,592,0.11149083822965622
1692001767.151786,593,0.11296332627534866
1692001767.434437,594,0.11332240700721741
1692001767.716893,595,0.10726381093263626
1692001767.998307,596,0.10653848946094513
1692001768.278454,597,0.11408583074808121
1692001768.559304,598,0.10974613577127457
1692001768.840876,599,0.1062328889966011
1692001769.120616,600,0.1001986712217331
1692001769.406418,601,0.11119105666875839
1692001769.68811,602,0.10275015980005264
1692001769.9687,603,0.10173744708299637
1692001770.249874,604,0.10157729685306549
1692001770.531586,605,0.10859688371419907
1692001770.813794,606,0.10096965730190277
1692001771.094164,607,0.10859260708093643
1692001771.375994,608,0.10513080656528473
1692001771.659427,609,0.10482954978942871
1692001771.939654,610,0.10395719110965729
1692001772.219029,611,0.10757783055305481
1692001772.499863,612,0.10054478794336319
1692001772.784297,613,0.10689529776573181
1692001773.071901,614,0.10349158942699432
1692001773.354659,615,0.10088876634836197
1692001773.644255,616,0.10125764459371567
1692001773.924554,617,0.10585150122642517
1692001774.207155,618,0.10710407048463821
1692001774.489505,619,0.10348176211118698
1692001774.773356,620,0.10175745189189911
1692001775.054428,621,0.1001703068614006
1692001775.335663,622,0.09887154400348663
1692001775.619834,623,0.09986560046672821
1692001775.905676,624,0.10010120272636414
1692001776.185471,625,0.10144788026809692
1692001776.466918,626,0.10311649739742279
1692001776.750159,627,0.10090861469507217
1692001777.031923,628,0.10070308297872543
1692001777.31287,629,0.10654116421937943
1692001777.595455,630,0.10590025782585144
1692001777.887679,631,0.09771603345870972
1692001778.169683,632,0.10719767212867737
1692001778.452031,633,0.10106682032346725
1692001778.734567,634,0.09824692457914352
1692001779.016036,635,0.10137280821800232
1692001779.297191,636,0.10118427127599716
1692001779.579242,637,0.10562016814947128
1692001779.873067,638,0.10032398998737335
1692001780.154031,639,0.0982622429728508
1692001780.435933,640,0.09863732010126114
1692001780.719819,641,0.10518661886453629
1692001781.00108,642,0.10404407232999802
1692001781.282558,643,0.10124877095222473
1692001781.56233,644,0.0965646281838417
1692001781.845545,645,0.10152855515480042
1692001782.146818,646,0.09808918833732605
1692001782.434701,647,0.10898992419242859
1692001782.723249,648,0.09856460243463516
1692001783.011003,649,0.10850084573030472
1692001783.298905,650,0.10510842502117157
1692001783.588341,651,0.0970812737941742
1692001783.890631,652,0.09684105962514877
1692001784.181413,653,0.09900866448879242
1692001784.464656,654,0.09626642614603043
1692001784.749369,655,0.0968412533402443
1692001785.032263,656,0.09980540722608566
1692001785.313928,657,0.09824086725711823
1692001785.595216,658,0.09657236933708191
1692001785.895206,659,0.09664685279130936
1692001786.178187,660,0.1117105782032013
1692001786.46085,661,0.0979735404253006
1692001786.747837,662,0.10319681465625763
1692001787.029997,663,0.10373187810182571
1692001787.313809,664,0.10231643915176392
1692001787.598675,665,0.10141691565513611
1692001787.90024,666,0.09906003624200821
1692001788.188699,667,0.10119841992855072
1692001788.48384,668,0.09856294840574265
1692001788.774301,669,0.09779202193021774
1692001789.060585,670,0.10938922315835953
1692001789.3496,671,0.09190337359905243
1692001789.63484,672,0.10117987543344498
1692001789.919977,673,0.09826838970184326
1692001790.202214,674,0.09521929174661636
1692001790.484983,675,0.10084417462348938
1692001790.769736,676,0.09382518380880356
1692001791.050641,677,0.09558702260255814
1692001791.331264,678,0.09973225742578506
1692001791.617377,679,0.09852739423513412
1692001791.90748,680,0.09152589738368988
1692001792.189133,681,0.10812845826148987
1692001792.473661,682,0.09848196804523468
1692001792.760992,683,0.09446202218532562
1692001793.043395,684,0.09152422845363617
1692001793.326096,685,0.09630472958087921
1692001793.610141,686,0.09927470982074738
1692001793.90567,687,0.10205361247062683
1692001794.18769,688,0.10279401391744614
1692001794.469745,689,0.10079041868448257
1692001794.753375,690,0.09990723431110382
1692001795.036114,691,0.09122712910175323
1692001795.319982,692,0.09571626037359238
1692001795.606138,693,0.09908252209424973
1692001795.900937,694,0.09687529504299164
1692001796.184586,695,0.09962698817253113
1692001796.469927,696,0.09519267827272415
1692001796.755464,697,0.09457509219646454
1692001797.040692,698,0.09218134731054306
1692001797.323658,699,0.1001623272895813
1692001797.609532,700,0.10025165975093842
1692001797.911894,701,0.10244586318731308
1692001798.193341,702,0.09899955242872238
1692001798.476121,703,0.09385097026824951
1692001798.763516,704,0.1068062037229538
1692001799.045057,705,0.09941734373569489
1692001799.327886,706,0.10063085705041885
1692001799.612239,707,0.09614046663045883
1692001799.90497,708,0.09537985920906067
1692001800.186512,709,0.09753021597862244
1692001800.467385,710,0.09105920791625977
1692001800.750066,711,0.0994366854429245
1692001801.031168,712,0.09472686052322388
1692001801.312705,713,0.09579868614673615
1692001801.593785,714,0.09289854764938354
1692001801.889608,715,0.09728816896677017
1692001802.170192,716,0.09779775887727737
1692001802.451232,717,0.09946304559707642
1692001802.734319,718,0.09817569702863693
1692001803.014451,719,0.09607048332691193
1692001803.294356,720,0.10652783513069153
1692001803.574734,721,0.09760094434022903
1692001803.860686,722,0.09641026705503464
1692001804.141415,723,0.09520239382982254
1692001804.422058,724,0.10127425938844681
1692001804.703725,725,0.10241985321044922
1692001804.985111,726,0.09359379857778549
1692001805.267176,727,0.09308375418186188
1692001805.548182,728,0.09078609943389893
1692001805.830343,729,0.08663474023342133
1692001806.109483,730,0.09597952663898468
1692001806.388357,731,0.09707827121019363
1692001806.669727,732,0.09269237518310547
1692001806.950428,733,0.09581738710403442
1692001807.22997,734,0.0986742302775383
1692001807.510781,735,0.09329105913639069
